ID	IG011	IG047	IG070	IG078	IG085	IG063	IG083	IG052	IG103	IG017	IG040	IG030	IG042	IG057	IG082	IG096	IG069	IG114	IG107	IG101	IG081	IG077	IG075	IG074	IG059	IG058	IG056	IG054	IG049	IG046	IG038	IG020	IG014
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae|g__Luteibacter|s__Luteibacter_rhizovicinus	0	0	0	0	0	0	0	0	0	0	0	0.2891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Agreia|s__Agreia_sp_Leaf244	0	0	0	0	0	0	0	0	0	0	0	0.23693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas|s__Sphingomonas_phyllosphaerae	0	0	0	0	0	0	0	0	0	0	0	0.19653	0	0.12217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16081	0
k__Bacteria|p__Cyanobacteria|c__Cyanobacteria_unclassified|o__Nostocales|f__Nostocaceae|g__Cylindrospermum|s__Cylindrospermum_sp_NIES_4074	0	0	0	0	0	0	0	0	0	0	0	0.06791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Geodermatophilales|f__Geodermatophilaceae|g__Geodermatophilus|s__Geodermatophilus_siccatus	0	0	0	0	0	0	0	0	0	0	0	0.05423	0	0.26746	0	0	0	0	0	0	0	0.30501	0	0	0.53063	0.23816	0.2086	0.16167	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Flavobacterium|s__Flavobacterium_pectinovorum	0	0	0	0	0	0	0	0	0	0	0	0.04403	0	0.43482	0	0	0	0	0	0	0	0	0	0	0	0	0.02142	0	0	0	0.28746	0.71783	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Frigoribacterium|s__Frigoribacterium_sp_Leaf172	0	0	0	0	0	0	0	0	0	0	0	0.03916	0	0	0	0	0	0.34606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Rathayibacter|s__Rathayibacter_sp_VKM_Ac_2856	0	0	0	0	0	0	0	0	0	0	0	0.03321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Microbacterium|s__Microbacterium_sp_1_5R	0	0	0	0	0	0	0	0	0	0	0	0.03316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_viridiflava|t__SGB12083	0	0	0	0	0	0	0	0	0	0	0	14.37561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_sp_GM80|t__SGB12210	0	0	0	0	0	0	0	0	0	0	0	4.77146	0	0	0	0	0	0	0	10.95093	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Stenotrophomonas|s__Stenotrophomonas_rhizophila|t__SGB99334	0	0	0	0	0	0	0	0	0	0	0	4.7395	0.55288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micromonosporales|f__Micromonosporaceae|g__Actinoplanes|s__Actinoplanes_consettensis|t__SGB93355	0	0	0	0	0	0	0	0	0	0	0	3.68975	0	0	0	0.05217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19769	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_granadensis|t__SGB12192	0	0	0	0	0	0	0	0	0	0	0	3.56073	0	0.41085	0	0	0	0	0	0	0	0	0	0	0	0.7699	0.3851	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Xanthomonas|s__Xanthomonas_campestris|t__SGB12430	0	0	0	0	0	0	0	0	0	0	0	1.95354	0	0	0	1.73728	0	0	0	0	0	0	0	0	0	0	1.03823	0	0	0	0	0.3491	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Nocardiaceae|g__Rhodococcus|s__Rhodococcus_sp_Leaf247|t__SGB15805	0	0	0	0	0	0	0	0	0	0	0	1.00573	0	0	0	0	0	0.41783	0	0	0	0.50305	0	0	0	0	0	0	0	0	0	0	0.25483
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Pedobacter|s__Pedobacter_sp_Leaf216|t__SGB3110	0	0	0	0	0	0	0	0	0	0	0	0.88361	0	0.18068	0	2.40201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_canus|t__SGB16272	0	0	0	0	0	0	0	0	0	0	0	0.86657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Rhizobiaceae|g__Rhizobium|s__Rhizobium_sp_NFR03|t__SGB11124	0	0	0	0	0	0	0	0	0	0	0	0.33813	0	1.04602	0	0	0	0	0	0	0	0	0	0.40698	0	0	0	0.6542	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae|g__Luteibacter|s__Luteibacter_rhizovicinus|t__SGB12535	0	0	0	0	0	0	0	0	0	0	0	0.2891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Agreia|s__Agreia_sp_Leaf244|t__SGB16774	0	0	0	0	0	0	0	0	0	0	0	0.23693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas|s__Sphingomonas_phyllosphaerae|t__SGB31701	0	0	0	0	0	0	0	0	0	0	0	0.19653	0	0.12217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16081	0
k__Bacteria|p__Cyanobacteria|c__Cyanobacteria_unclassified|o__Nostocales|f__Nostocaceae|g__Cylindrospermum|s__Cylindrospermum_sp_NIES_4074|t__SGB51105	0	0	0	0	0	0	0	0	0	0	0	0.06791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Geodermatophilales|f__Geodermatophilaceae|g__Geodermatophilus|s__Geodermatophilus_siccatus|t__SGB16529	0	0	0	0	0	0	0	0	0	0	0	0.05423	0	0.26746	0	0	0	0	0	0	0	0.30501	0	0	0.53063	0.23816	0.2086	0.16167	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Flavobacterium|s__Flavobacterium_pectinovorum|t__SGB3006	0	0	0	0	0	0	0	0	0	0	0	0.04403	0	0.43482	0	0	0	0	0	0	0	0	0	0	0	0	0.02142	0	0	0	0.28746	0.71783	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Frigoribacterium|s__Frigoribacterium_sp_Leaf172|t__SGB16816	0	0	0	0	0	0	0	0	0	0	0	0.03916	0	0	0	0	0	0.34606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Rathayibacter|s__Rathayibacter_sp_VKM_Ac_2856|t__SGB87858	0	0	0	0	0	0	0	0	0	0	0	0.03321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Microbacterium|s__Microbacterium_sp_1_5R|t__SGB16879	0	0	0	0	0	0	0	0	0	0	0	0.03316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Variovorax|s__Variovorax_paradoxus|t__SGB12762	0	0	0	0	0	0	0	0	0	0	0	0.02647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea	0	0	0	0	0	0	0	0	0	0	0	0	0.33755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.53234	0	0	0	0
k__Archaea|p__Thaumarchaeota	0	0	0	0	0	0	0	0	0	0	0	0	0.33755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.53234	0	0	0	0
k__Archaea|p__Thaumarchaeota|c__Nitrososphaeria	0	0	0	0	0	0	0	0	0	0	0	0	0.33755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.53234	0	0	0	0
k__Archaea|p__Thaumarchaeota|c__Nitrososphaeria|o__Nitrososphaerales	0	0	0	0	0	0	0	0	0	0	0	0	0.33755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.53234	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Intrasporangiaceae	0	0	0	0	0	0	0	0	0	0	0	0	2.83967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Thaumarchaeota|c__Nitrososphaeria|o__Nitrososphaerales|f__Nitrososphaerales_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0.33755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.53234	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Cellulomonadaceae	0	0	0	0	0	0	0	0	0	0	0	0	0.05249	0.00404	0.12563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.93236	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Alsobacteraceae	0	0	0	0	0	0	0	0	0	0	0	0	0.04063	0.01762	0.27836	0	0	0	0	0	0	0	0	0.14259	0	0.00609	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Rhizobiaceae|g__Rhizobiaceae_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	2.81147	0	1.51468	0	0	0.89437	0.94313	0.64999	1.34866	0	9.68936	0	0	0	0	0	0	7.97814	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Intrasporangiaceae|g__Intrasporangiaceae_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	1.11516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Intrasporangiaceae|g__Pedococcus	0	0	0	0	0	0	0	0	0	0	0	0	1.00455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Intrasporangiaceae|g__Janibacter	0	0	0	0	0	0	0	0	0	0	0	0	0.71995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Thaumarchaeota|c__Nitrososphaeria|o__Nitrososphaerales|f__Nitrososphaerales_unclassified|g__Nitrososphaerales_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0.33755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiales_unclassified|g__Rhizobacter	0	0	0	0	0	0	0	0	0	0	0	0	0.17252	0	0.4782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28038	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Methylobacteriaceae|g__Microvirga	0	0	0	0	0	0	0	0	0	0	0	0	0.15498	1.00764	1.3726	0	0	0	0	0	0	0	0	0	0	0	0.03618	0.09922	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Cellulomonadaceae|g__Cellulomonas	0	0	0	0	0	0	0	0	0	0	0	0	0.05249	0.00404	0.12563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.93236	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Alsobacteraceae|g__Alsobacter	0	0	0	0	0	0	0	0	0	0	0	0	0.04063	0.01762	0.27836	0	0	0	0	0	0	0	0	0.14259	0	0.00609	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Rhizobiaceae|g__Rhizobiaceae_unclassified|s__Rhizobiaceae_bacterium_CRRU44	0	0	0	0	0	0	0	0	0	0	0	0	2.81147	0	1.51468	0	0	0.89437	0.94313	0.64999	1.34866	0	9.68936	0	0	0	0	0	0	7.97814	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Duganella|s__Duganella_phyllosphaerae	0	0	0	0	0	0	0	0	0	0	0	0	1.45415	0	0	0.14707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.44438
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Intrasporangiaceae|g__Intrasporangiaceae_unclassified|s__Intrasporangiaceae_bacterium_URHB0013	0	0	0	0	0	0	0	0	0	0	0	0	1.11516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Intrasporangiaceae|g__Pedococcus|s__Pedococcus_bigeumensis	0	0	0	0	0	0	0	0	0	0	0	0	1.00455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Intrasporangiaceae|g__Janibacter|s__Janibacter_sp_HTCC2649	0	0	0	0	0	0	0	0	0	0	0	0	0.71995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae|g__Arthrobacter|s__Arthrobacter_sp_Leaf141	0	0	0	0	0	0	0	0	0	0	0	0	0.5536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Thaumarchaeota|c__Nitrososphaeria|o__Nitrososphaerales|f__Nitrososphaerales_unclassified|g__Nitrososphaerales_unclassified|s__Nitrososphaerales_archaeon_TH5893	0	0	0	0	0	0	0	0	0	0	0	0	0.33755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Nocardiaceae|g__Williamsia|s__Williamsia_herbipolensis	0	0	0	0	0	0	0	0	0	0	0	0	0.33491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Nocardioidaceae|g__Nocardioides|s__Nocardioides_sp_Root122	0	0	0	0	0	0	0	0	0	0	0	0	0.26913	0	2.68001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08602	0.43482
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiales_unclassified|g__Rhizobacter|s__Rhizobacter_sp_Root404	0	0	0	0	0	0	0	0	0	0	0	0	0.17252	0	0.4782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2366	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Nocardioidaceae|g__Nocardioides|s__Nocardioides_glacieisoli	0	0	0	0	0	0	0	0	0	0	0	0	0.14984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26539	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Methylobacteriaceae|g__Microvirga|s__Microvirga_tunisiensis	0	0	0	0	0	0	0	0	0	0	0	0	0.14627	0	0.33232	0	0	0	0	0	0	0	0	0	0	0	0.00563	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Geodermatophilales|f__Geodermatophilaceae|g__Blastococcus|s__Blastococcus_sp_CT_GayMR19	0	0	0	0	0	0	0	0	0	0	0	0	0.11685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05861	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Cellulomonadaceae|g__Cellulomonas|s__Cellulomonas_cellasea	0	0	0	0	0	0	0	0	0	0	0	0	0.05249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9261	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Alsobacteraceae|g__Alsobacter|s__Alsobacter_metallidurans	0	0	0	0	0	0	0	0	0	0	0	0	0.04063	0.01762	0.27836	0	0	0	0	0	0	0	0	0.14259	0	0.00609	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Methylobacteriaceae|g__Microvirga|s__Microvirga_ossetica	0	0	0	0	0	0	0	0	0	0	0	0	0.00871	0	0.88311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Rhizobiaceae|g__Rhizobiaceae_unclassified|s__Rhizobiaceae_bacterium_CRRU44|t__SGB24532	0	0	0	0	0	0	0	0	0	0	0	0	2.81147	0	1.51468	0	0	0.89437	0.94313	0.64999	1.34866	0	9.68936	0	0	0	0	0	0	7.97814	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Duganella|s__Duganella_phyllosphaerae|t__SGB12865	0	0	0	0	0	0	0	0	0	0	0	0	1.45415	0	0	0.14707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.44438
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Intrasporangiaceae|g__Intrasporangiaceae_unclassified|s__Intrasporangiaceae_bacterium_URHB0013|t__SGB34112	0	0	0	0	0	0	0	0	0	0	0	0	1.11516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Intrasporangiaceae|g__Pedococcus|s__Pedococcus_bigeumensis|t__SGB87578	0	0	0	0	0	0	0	0	0	0	0	0	1.00455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Intrasporangiaceae|g__Janibacter|s__Janibacter_sp_HTCC2649|t__SGB16032	0	0	0	0	0	0	0	0	0	0	0	0	0.71995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae|g__Arthrobacter|s__Arthrobacter_sp_Leaf141|t__SGB16723	0	0	0	0	0	0	0	0	0	0	0	0	0.5536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Thaumarchaeota|c__Nitrososphaeria|o__Nitrososphaerales|f__Nitrososphaerales_unclassified|g__Nitrososphaerales_unclassified|s__Nitrososphaerales_archaeon_TH5893|t__SGB74785	0	0	0	0	0	0	0	0	0	0	0	0	0.33755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Nocardiaceae|g__Williamsia|s__Williamsia_herbipolensis|t__SGB15801	0	0	0	0	0	0	0	0	0	0	0	0	0.33491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Nocardioidaceae|g__Nocardioides|s__Nocardioides_sp_Root122|t__SGB15965	0	0	0	0	0	0	0	0	0	0	0	0	0.26913	0	2.68001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08602	0.43482
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiales_unclassified|g__Rhizobacter|s__Rhizobacter_sp_Root404|t__SGB12819	0	0	0	0	0	0	0	0	0	0	0	0	0.17252	0	0.4782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2366	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Nocardioidaceae|g__Nocardioides|s__Nocardioides_glacieisoli|t__SGB34162	0	0	0	0	0	0	0	0	0	0	0	0	0.14984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26539	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Methylobacteriaceae|g__Microvirga|s__Microvirga_tunisiensis|t__SGB89740	0	0	0	0	0	0	0	0	0	0	0	0	0.14627	0	0.33232	0	0	0	0	0	0	0	0	0	0	0	0.00563	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Geodermatophilales|f__Geodermatophilaceae|g__Blastococcus|s__Blastococcus_sp_CT_GayMR19|t__SGB34189	0	0	0	0	0	0	0	0	0	0	0	0	0.11685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05861	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Cellulomonadaceae|g__Cellulomonas|s__Cellulomonas_cellasea|t__SGB16081	0	0	0	0	0	0	0	0	0	0	0	0	0.05249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9261	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Alsobacteraceae|g__Alsobacter|s__Alsobacter_metallidurans|t__SGB89746	0	0	0	0	0	0	0	0	0	0	0	0	0.04063	0.01762	0.27836	0	0	0	0	0	0	0	0	0.14259	0	0.00609	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Methylobacteriaceae|g__Microvirga|s__Microvirga_ossetica|t__SGB31871	0	0	0	0	0	0	0	0	0	0	0	0	0.00871	0	0.88311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Verrucomicrobia	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09799	0	0	0	0.2419	0	0	0	0	0	0	0	0	0	2.55849	0	0.01955	0	0.04539	0
k__Bacteria|p__Verrucomicrobia|c__Opitutae	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09799	0	0	0	0.2419	0	0	0	0	0	0	0	0	0	2.55849	0	0	0	0.04539	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales	0	0	0	0	0	0	0	0	0	0	0	0	0	0.40364	0	0	0	0	0	0	0	0	0	0	0	0	0	2.12523	0	0	0	0	0
k__Bacteria|p__Verrucomicrobia|c__Opitutae|o__Opitutales	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09799	0	0	0	0.2419	0	0	0	0	0	0	0	0	0	2.55849	0	0	0	0.04539	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04603	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0.40364	0	0	0	0	0	0	0	0	0	0	0	0	0	2.12523	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Boseaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10667	0	0	0	0	0	0	0.05831	0	0	0	0	0	0	5.43144	0	0	0	0	0
k__Bacteria|p__Verrucomicrobia|c__Opitutae|o__Opitutales|f__Opitutaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09799	0	0	0	0.2419	0	0	0	0	0	0	0	0	0	2.55849	0	0	0	0.04539	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Methylophilaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Fulvivirgaceae|g__Ohtaekwangia	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0723	0	0	0	0	0	0	0	0	0	0	0	0	0	0.46516	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingobium	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9991	0	0	0	0	0	0	0	0	0	0	0	0	0.14839	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Acidovorax	0	0	0	0	0	0	0	0	0	0	0	0	0	1.12745	0	0	0	0	0	0	0	0	0.57658	4.54332	0	0.20561	0.17084	0.74247	0	0	0	0.09054	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Methylobacteriaceae|g__Methylorubrum	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9299	0	0	0	0	0	0	0	0	0	0	0	0.2325	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__GGB79878	0	0	0	0	0	0	0	0	0	0	0	0	0	0.40364	0	0	0	0	0	0	0	0	0	0	0	0	0	2.12523	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Methylocystaceae|g__Methylopila	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Boseaceae|g__Bosea	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10667	0	0	0	0	0	0	0.05831	0	0	0	0	0	0	5.43144	0	0	0	0	0
